,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,FACTORS_P,FACTORS_P_LABEL,NumberOfRespondents,FIRMPDEMP_PCT,FIRMPDEMP_PCT_F,TotalRevenueOfFirmsInCategory,RCPPDEMP_PCT,RCPPDEMP_PCT_F,NumberOfEmployeesInCategory,EMP_PCT,EMP_PCT_F,AnnualPayroll,PAYANN_PCT,PAYANN_PCT_F,FIRMPDEMP_PCT_S,FIRMPDEMP_PCT_S_F,RCPPDEMP_PCT_S,RCPPDEMP_PCT_S_F,EMP_PCT_S,EMP_PCT_S_F,PAYANN_PCT_S,PAYANN_PCT_S_F
119,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,1448344,43.2,,940035475,44.6,,4640997,43.4,,198105714,44.8,,0.2,,0.3,,0.2,,0.3,
120,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T1E36R99,Artificial Intelligence: Total Reporting,3351344,100.0,,2106045831,100.0,,10698429,100.0,,442587691,100.0,,0.0,,0.0,,0.0,,0.0,
121,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R01,Cloud-Based: Technology was too expensive,182777,5.5,,108858068,5.2,,608295,5.7,,21017588,4.8,,0.1,,0.1,,0.1,,0.1,
122,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R02,Cloud-Based: Technology was not mature,20582,0.6,,14028532,0.7,,72787,0.7,,3255786,0.7,,0.0,,0.0,,0.0,,0.1,
123,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R03,Cloud-Based: Lacked access to required data,15980,0.5,,10250762,0.5,,53627,0.5,,2103738,0.5,,0.0,,0.1,,0.0,,0.0,
124,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R04,Cloud-Based: Required data not reliable,9781,0.3,,7700165,0.4,,34601,0.3,,1399412,0.3,,0.0,,0.1,,0.0,,0.0,
125,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,22935,0.7,,15662447,0.7,,77288,0.7,,3270865,0.7,,0.0,,0.0,,0.0,,0.0,
126,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R06,Cloud-Based: Laws and regulations,20414,0.6,,13814210,0.7,,71257,0.7,,3309188,0.7,,0.0,,0.1,,0.0,,0.1,
127,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),63355,1.9,,41067400,2.0,,214849,2.0,,9842210,2.2,,0.0,,0.1,,0.1,,0.1,
128,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R08,Cloud-Based: Lacked access to capital,30727,0.9,,16943944,0.8,,101753,1.0,,3610927,0.8,,0.0,,0.0,,0.0,,0.0,
129,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R09,Cloud-Based: Technology not applicable to this business,1335915,39.9,,794893553,37.8,,4156655,38.9,,159443313,36.1,,0.2,,0.5,,0.2,,0.3,
130,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,1707826,51.1,,1124893300,53.5,,5520840,51.7,,244374102,55.3,,0.2,,0.4,,0.2,,0.3,
131,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T2E36R99,Cloud-Based: Total Reporting,3344752,100.0,,2102386695,100.0,,10679045,100.0,,441819124,100.0,,0.0,,0.0,,0.0,,0.0,
132,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R01,Specialized Software: Technology was too expensive,202889,6.1,,120679697,5.7,,675590,6.3,,23625420,5.4,,0.1,,0.1,,0.1,,0.1,
133,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R02,Specialized Software: Technology was not mature,16817,0.5,,12209849,0.6,,60582,0.6,,2655652,0.6,,0.0,,0.0,,0.0,,0.0,
134,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R03,Specialized Software: Lacked access to required data,13801,0.4,,8995714,0.4,,45976,0.4,,1754539,0.4,,0.0,,0.0,,0.0,,0.0,
135,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R04,Specialized Software: Required data not reliable,7974,0.2,,5643509,0.3,,27632,0.3,,1065873,0.2,,0.0,,0.1,,0.0,,0.0,
136,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R05,Specialized Software: Lacked access to required human capital and talent,23912,0.7,,16066746,0.8,,79986,0.7,,3353947,0.8,,0.0,,0.1,,0.0,,0.0,
137,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R06,Specialized Software: Laws and regulations,19440,0.6,,12616438,0.6,,65565,0.6,,2904974,0.7,,0.0,,0.1,,0.0,,0.1,
138,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),25353,0.8,,17162533,0.8,,88397,0.8,,3907908,0.9,,0.0,,0.1,,0.0,,0.1,
139,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R08,Specialized Software: Lacked access to capital,36175,1.1,,19863943,0.9,,119671,1.1,,4372135,1.0,,0.0,,0.0,,0.0,,0.0,
140,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R09,Specialized Software: Technology not applicable to this business,1310021,39.2,,780875958,37.2,,4057363,38.0,,157026600,35.6,,0.2,,0.5,,0.3,,0.3,
141,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,1744430,52.2,,1147888347,54.7,,5660467,53.0,,249716803,56.6,,0.2,,0.4,,0.3,,0.3,
142,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R07,Specialized Equipment: Concerns regarding safety and security (physical security and/or cyber security),14767,0.4,,11100934,0.5,,51727,0.5,,2231308,0.5,,0.0,,0.1,,0.0,,0.0,
143,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R08,Specialized Equipment: Lacked access to capital,39612,1.2,,21445286,1.0,,134407,1.3,,4728910,1.1,,0.0,,0.0,,0.0,,0.0,
144,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R09,Specialized Equipment: Technology not applicable to this business,1494579,44.6,,904960126,43.0,,4630835,43.3,,188423845,42.6,,0.2,,0.4,,0.2,,0.3,
145,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R10,Specialized Equipment: No factors adversely affected the adoption of this technology,1594097,47.6,,1044142489,49.6,,5182816,48.4,,223015155,50.4,,0.1,,0.3,,0.2,,0.2,
146,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R99,Specialized Equipment: Total Reporting,3352043,100.0,,2106484438,100.0,,10700341,100.0,,442654572,100.0,,0.0,,0.0,,0.0,,0.0,
147,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T3E36R99,Specialized Software: Total Reporting,3342269,100.0,,2100142354,100.0,,10670966,100.0,,441533446,100.0,,0.0,,0.0,,0.0,,0.0,
148,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R01,Robotics: Technology was too expensive,177340,5.3,,109149791,5.2,,595135,5.6,,20413379,4.6,,0.1,,0.1,,0.1,,0.1,
149,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R02,Robotics: Technology was not mature,16940,0.5,,12163509,0.6,,60181,0.6,,2541793,0.6,,0.0,,0.0,,0.0,,0.0,
150,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R03,Robotics: Lacked access to required data,9793,0.3,,6045659,0.3,,31710,0.3,,1235056,0.3,,0.0,,0.1,,0.0,,0.0,
151,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R04,Robotics: Required data not reliable,6468,0.2,,4508959,0.2,,21884,0.2,,793667,0.2,,0.0,,0.0,,0.0,,0.0,
152,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R05,Robotics: Lacked access to required human capital and talent,15125,0.5,,10431628,0.5,,50711,0.5,,1937367,0.4,,0.0,,0.0,,0.0,,0.0,
153,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R06,Robotics: Laws and regulations,9299,0.3,,6920839,0.3,,31954,0.3,,1408121,0.3,,0.0,,0.1,,0.0,,0.0,
154,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),11954,0.4,,8592327,0.4,,39380,0.4,,1684949,0.4,,0.0,,0.1,,0.0,,0.0,
155,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R08,Robotics: Lacked access to capital,23351,0.7,,13808912,0.7,,78181,0.7,,2748809,0.6,,0.0,,0.0,,0.0,,0.0,
156,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R09,Robotics: Technology not applicable to this business,1700628,50.9,,1034670041,49.3,,5374240,50.4,,220972605,50.1,,0.2,,0.3,,0.2,,0.3,
157,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R10,Robotics: No factors adversely affected the adoption of this technology,1419449,42.5,,930766503,44.3,,4560627,42.7,,194754661,44.1,,0.2,,0.3,,0.2,,0.2,
158,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T4E36R99,Robotics: Total Reporting,3340918,100.0,,2100431766,100.0,,10669214,100.0,,441423811,100.0,,0.0,,0.0,,0.0,,0.0,
159,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R01,Specialized Equipment: Technology was too expensive,195778,5.8,,116590976,5.5,,660464,6.2,,22456633,5.1,,0.1,,0.1,,0.1,,0.1,
160,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R02,Specialized Equipment: Technology was not mature,13426,0.4,,9964524,0.5,,49780,0.5,,2163569,0.5,,0.0,,0.0,,0.0,,0.0,
161,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R03,Specialized Equipment: Lacked access to required data,11583,0.3,,7612739,0.4,,37552,0.4,,1374586,0.3,,0.0,,0.1,,0.0,,0.0,
162,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R04,Specialized Equipment: Required data not reliable,6278,0.2,,5062109,0.2,,23688,0.2,,933700,0.2,,0.0,,0.0,,0.0,,0.0,
163,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R05,Specialized Equipment: Lacked access to required human capital and talent,18358,0.5,,13184834,0.6,,63281,0.6,,2481701,0.6,,0.0,,0.0,,0.0,,0.0,
164,United States,Total for all sectors,Total,Total,Total,Total,Firms with 1 to 9 employees,T5E36R06,Specialized Equipment: Laws and regulations,14016,0.4,,10388378,0.5,,48845,0.5,,2092382,0.5,,0.0,,0.0,,0.0,,0.0,
165,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R01,Artificial Intelligence: Technology was too expensive,61513,5.7,,2024811892,7.3,,5560419,6.7,,320106036,7.0,,0.2,,4.5,,2.1,,4.0,
166,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R02,Artificial Intelligence: Technology was not mature,15841,1.5,,2638773072,9.6,,5165390,6.2,,383539340,8.4,,0.2,,20.9,,11.0,,16.2,
167,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R03,Artificial Intelligence: Lacked access to required data,5859,0.5,,1795215236,6.5,,2595362,3.1,,204189041,4.5,,0.1,,16.9,,7.3,,10.5,
168,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R04,Artificial Intelligence: Required data not reliable,3279,0.3,,1480650758,5.4,,2317589,2.8,,171340632,3.7,,0.1,,14.2,,6.8,,9.5,
169,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R05,Artificial Intelligence: Lacked access to required human capital and talent,10060,0.9,,2211263529,8.0,,3495749,4.2,,291825608,6.4,,0.2,,16.3,,8.2,,13.3,
170,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R06,Artificial Intelligence: Laws and regulations,4565,0.4,,1214125463,4.4,,1553502,1.9,,132353721,2.9,,0.0,,11.5,,3.3,,6.9,
171,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R07,Artificial Intelligence: Concerns regarding safety and security (physical security and/or cyber security),7650,0.7,,1620913122,5.9,,2061899,2.5,,174265030,3.8,,0.1,,14.7,,4.2,,8.4,
172,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R08,Artificial Intelligence: Lacked access to capital,9668,0.9,,739885005,2.7,,1348974,1.6,,103513904,2.3,,0.1,,5.1,,2.0,,3.8,
173,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R09,Artificial Intelligence: Technology not applicable to this business,505926,46.9,,9935907647,36.0,,35266163,42.3,,1695583472,37.0,,0.7,,27.3,,10.9,,22.0,
174,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,491669,45.6,,13769656274,49.8,,38689110,46.4,,2271253926,49.6,,0.5,,10.8,,2.1,,7.7,
175,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T1E36R99,Artificial Intelligence: Total Reporting,1078366,100.0,,27630061859,100.0,,83323210,100.0,,4579747834,100.0,,0.0,,0.0,,0.0,,0.0,
176,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R01,Cloud-Based: Technology was too expensive,56500,5.2,,1852201910,6.7,,5018552,6.0,,284619000,6.2,,0.1,,4.9,,2.3,,3.0,
177,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R02,Cloud-Based: Technology was not mature,8459,0.8,,1232254239,4.5,,2445670,2.9,,181454881,4.0,,0.1,,10.9,,6.1,,8.8,
178,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R03,Cloud-Based: Lacked access to required data,5207,0.5,,819700825,3.0,,1254467,1.5,,101525221,2.2,,0.0,,7.2,,2.9,,5.0,
179,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R04,Cloud-Based: Required data not reliable,3644,0.3,,552555377,2.0,,767255,0.9,,68651440,1.5,,0.0,,5.0,,1.8,,3.5,
180,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,9162,0.9,,1521216129,5.5,,2424702,2.9,,188425744,4.1,,0.1,,12.7,,5.6,,8.9,
181,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R06,Cloud-Based: Laws and regulations,6128,0.6,,948083293,3.4,,1542834,1.9,,132700896,2.9,,0.0,,8.4,,3.4,,6.5,
182,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),25774,2.4,,2043062679,7.4,,4392684,5.3,,307973275,6.7,,0.2,,13.4,,6.5,,10.3,
183,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R08,Cloud-Based: Lacked access to capital,11016,1.0,,711732065,2.6,,1367364,1.6,,105153873,2.3,,0.1,,4.7,,1.3,,3.0,
184,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R09,Cloud-Based: Technology not applicable to this business,365042,33.9,,7060556451,25.6,,24318330,29.2,,1139250678,24.9,,0.8,,14.8,,6.6,,11.7,
185,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,611686,56.8,,16760241712,60.7,,48972137,58.8,,2835952926,62.0,,0.7,,1.8,,0.9,,2.3,
186,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T2E36R99,Cloud-Based: Total Reporting,1076892,100.0,,27616993897,100.0,,83263648,100.0,,4577123200,100.0,,0.0,,0.0,,0.0,,0.0,
187,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T3E36R01,Specialized Software: Technology was too expensive,62239,5.8,,2020824005,7.3,,5476492,6.6,,316530560,6.9,,0.1,,6.5,,2.0,,4.5,
188,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T3E36R02,Specialized Software: Technology was not mature,6976,0.6,,958330109,3.5,,2009690,2.4,,139315134,3.0,,0.1,,7.8,,4.1,,6.2,
189,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T3E36R03,Specialized Software: Lacked access to required data,4895,0.5,,768251145,2.8,,949804,1.1,,74852827,1.6,,0.0,,6.8,,1.3,,3.4,
190,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T4E36R10,Robotics: No factors adversely affected the adoption of this technology,487496,45.3,,14112588835,51.5,,39169947,47.3,,2303592504,50.7,,0.5,,14.6,,3.7,,10.1,
191,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T4E36R99,Robotics: Total Reporting,1075885,100.0,,27401626680,100.0,,82857433,100.0,,4542348019,100.0,,0.0,,0.0,,0.0,,0.0,
192,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T5E36R01,Specialized Equipment: Technology was too expensive,62652,5.8,,2128592129,7.7,,5471106,6.6,,310114817,6.8,,0.2,,6.6,,2.0,,5.0,
193,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T5E36R02,Specialized Equipment: Technology was not mature,5759,0.5,,900386865,3.3,,1902540,2.3,,138629767,3.0,,0.1,,7.6,,4.8,,6.7,
194,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T5E36R03,Specialized Equipment: Lacked access to required data,3473,0.3,,952330648,3.4,,1055172,1.3,,93346869,2.0,,0.0,,9.2,,2.8,,5.0,
195,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T5E36R04,Specialized Equipment: Required data not reliable,2113,0.2,,703587781,2.5,,598458,0.7,,60830020,1.3,,0.0,,6.9,,1.5,,3.3,
196,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T5E36R05,Specialized Equipment: Lacked access to required human capital and talent,7512,0.7,,1384663577,5.0,,2067645,2.5,,145499536,3.2,,0.1,,10.2,,4.6,,6.5,
197,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T5E36R06,Specialized Equipment: Laws and regulations,3989,0.4,,601640599,2.2,,884675,1.1,,75757414,1.7,,0.0,,4.0,,1.7,,3.3,
198,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T5E36R07,Specialized Equipment: Concerns regarding safety and security (physical security and/or cyber security),5985,0.6,,1055348417,3.8,,2000779,2.4,,129589800,2.8,,0.1,,8.4,,5.1,,6.5,
199,United States,Total for all sectors,Total,Total,Total,Total,Firms with 10 employees or more,T5E36R08,Specialized Equipment: Lacked access to capital,13869,1.3,,984352290,3.6,,1672139,2.0,,126269263,2.8,,0.1,,7.4,,2.3,,4.6,
