,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,NumberOfRespondents,TotalRevenueOfFirmsInCategory,NumberOfEmployeesInCategory,AnnualPayroll
246,United States,Total for all sectors,Male,Total,White,Total,Firms with 5 to 9 employees,498319,616254316,3284663,146947542
247,United States,Total for all sectors,Male,Equally Hispanic/non-Hispanic,Black or African American,Total,All firms,13,9376,51,1798
248,United States,Total for all sectors,Equally male/female,Equally Hispanic/non-Hispanic,Black or African American,Total,All firms,428,184199,2222,66674
249,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,All firms,114811,119204187,1140753,35313619
250,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,Firms with no employees,15637,5209043,0,930274
251,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,Firms with 1 to 4 employees,60380,19671116,117231,4160398
252,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,Firms with 5 to 9 employees,17694,13973155,117214,3936017
253,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,Firms with 10 to 19 employees,11135,14904308,149787,4945897
254,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,Firms with 20 to 49 employees,6141,19414015,190965,6062306
255,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,Firms with 50 to 99 employees,2519,13799507,172785,4507485
256,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,Firms with 100 to 249 employees,873,13941220,126764,3941556
257,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,Firms with 250 to 499 employees,307,6790617,115639,2455858
258,United States,Total for all sectors,Total,Non-Hispanic,Black or African American,Total,Firms with 500 employees or more,128,11501205,150368,4373828
259,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,All firms,14559,22348339,121618,5347531
260,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,Firms with no employees,2147,832799,0,103368
261,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,Firms with 1 to 4 employees,7839,2888935,14420,544606
262,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,Firms with 5 to 9 employees,2147,2504533,14236,521290
263,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,Firms with 10 to 19 employees,1483,3909771,20118,871985
264,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,Firms with 20 to 49 employees,633,3589992,18379,952974
265,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,Firms with 50 to 99 employees,200,2943187,15119,634189
266,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,Firms with 100 to 249 employees,81,2640249,11892,650102
267,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,Firms with 250 to 499 employees,21,1565181,7032,402994
268,United States,Total for all sectors,Male,Total,American Indian and Alaska Native,Total,Firms with 500 employees or more,11,1473692,20421,666023
269,United States,Total for all sectors,Female,Non-Hispanic,Black or African American,Total,All firms,40166,29147500,386666,10644332
270,United States,Total for all sectors,Male,Non-Hispanic,Black or African American,Total,All firms,63851,81100613,620604,21623108
271,United States,Total for all sectors,Equally male/female,Non-Hispanic,Black or African American,Total,All firms,10794,8956074,133484,3046179
272,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,All firms,24433,33697503,200256,8241262
273,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,Firms with no employees,3369,1146073,0,157751
274,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,Firms with 1 to 4 employees,12915,4465681,24381,849334
275,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,Firms with 5 to 9 employees,4173,4383002,27303,979018
276,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,Firms with 10 to 19 employees,2339,4857328,31360,1177248
277,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,Firms with 20 to 49 employees,1065,6121582,31711,1483619
278,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,Firms with 50 to 99 employees,316,3709944,22969,819021
279,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,Firms with 100 to 249 employees,212,4869469,28171,1418362
280,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,Firms with 250 to 499 employees,27,1816925,9090,493304
281,United States,Total for all sectors,Total,Total,American Indian and Alaska Native,Total,Firms with 500 employees or more,17,2327499,25272,863606
282,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,All firms,8985,10177609,71754,2670156
283,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,Firms with no employees,1146,292839,0,51156
284,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,Firms with 1 to 4 employees,4666,1393267,9127,271710
285,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,Firms with 5 to 9 employees,1749,1479863,11188,391374
286,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,Firms with 10 to 19 employees,777,812527,10329,275833
287,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,Firms with 20 to 49 employees,394,2386787,12133,500438
288,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,Firms with 50 to 99 employees,112,615538,7544,170336
289,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,Firms with 100 to 249 employees,0,0,0,0
290,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,Firms with 250 to 499 employees,7,251744,2058,90310
291,United States,Total for all sectors,Female,Total,American Indian and Alaska Native,Total,Firms with 500 employees or more,5,797686,3208,156655
292,United States,Total for all sectors,Female,Total,Black or African American,Total,All firms,43163,30440533,399601,11024868
293,United States,Total for all sectors,Female,Total,Black or African American,Total,Firms with no employees,5670,1412165,0,338292
294,United States,Total for all sectors,Female,Total,Black or African American,Total,Firms with 1 to 4 employees,22165,5628079,41987,1403066
295,United States,Total for all sectors,Female,Total,Black or African American,Total,Firms with 5 to 9 employees,6893,4271233,45260,1299328
296,United States,Total for all sectors,Female,Total,Black or African American,Total,Firms with 10 to 19 employees,4654,4142364,63161,1610997
297,United States,Total for all sectors,Female,Total,Black or African American,Total,Firms with 20 to 49 employees,2420,5280563,74631,2121130
298,United States,Total for all sectors,Female,Total,Black or African American,Total,Firms with 50 to 99 employees,953,3103681,64204,1406196
299,United States,Total for all sectors,Female,Total,Black or African American,Total,Firms with 100 to 249 employees,330,2905536,47719,1189861
300,United States,Total for all sectors,Female,Total,Black or African American,Total,Firms with 250 to 499 employees,53,962538,19456,413901
301,United States,Total for all sectors,Female,Total,Black or African American,Total,Firms with 500 employees or more,32,2734373,43184,1242096
302,United States,Total for all sectors,Male,Total,Black or African American,Total,All firms,69624,88198498,650812,22743548
303,United States,Total for all sectors,Male,Total,Black or African American,Total,Firms with no employees,10280,4140070,0,584922
304,United States,Total for all sectors,Male,Total,Black or African American,Total,Firms with 1 to 4 employees,38093,14446802,74029,2863656
305,United States,Total for all sectors,Male,Total,Black or African American,Total,Firms with 5 to 9 employees,10308,9739248,68309,2633282
306,United States,Total for all sectors,Male,Total,Black or African American,Total,Firms with 10 to 19 employees,5733,10436939,76806,3096785
307,United States,Total for all sectors,Male,Total,Black or African American,Total,Firms with 20 to 49 employees,3178,13886242,99710,3537161
308,United States,Total for all sectors,Male,Total,Black or African American,Total,Firms with 50 to 99 employees,1324,11738292,91245,2810971
309,United States,Total for all sectors,Male,Total,Black or African American,Total,Firms with 100 to 249 employees,422,9659056,62050,2250753
310,United States,Total for all sectors,Male,Total,Black or African American,Total,Firms with 250 to 499 employees,196,5416556,76341,1825175
311,United States,Total for all sectors,Male,Total,Black or African American,Total,Firms with 500 employees or more,90,8735294,102321,3140844
312,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,All firms,11765,9373368,138405,3170813
313,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,Firms with no employees,1086,310586,0,71829
314,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,Firms with 1 to 4 employees,6077,1594100,12681,316242
315,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,Firms with 5 to 9 employees,1893,1086639,12445,282487
316,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,Firms with 10 to 19 employees,1353,1391854,17851,470765
317,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,Firms with 20 to 49 employees,814,1295581,24666,584033
318,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,Firms with 50 to 99 employees,344,1231795,24285,510538
319,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,Firms with 100 to 249 employees,0,0,0,0
320,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,Firms with 250 to 499 employees,0,0,0,0
321,United States,Total for all sectors,Equally male/female,Total,Black or African American,Total,Firms with 500 employees or more,12,351902,7969,133381
322,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,All firms,9300,8614638,45793,1557138
323,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,Firms with no employees,0,0,0,0
324,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,Firms with 1 to 4 employees,5684,1943854,10910,412280
325,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,Firms with 5 to 9 employees,1318,1091609,8360,268284
326,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,Firms with 10 to 19 employees,0,0,0,0
327,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,Firms with 20 to 49 employees,0,0,0,0
328,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,Firms with 50 to 99 employees,0,0,0,0
329,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,Firms with 100 to 249 employees,2,212121,486,24855
330,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,Firms with 250 to 499 employees,2,50218,975,28927
331,United States,Total for all sectors,Total,Hispanic,Black or African American,Total,Firms with 500 employees or more,5,320363,3106,142493
332,United States,Total for all sectors,Female,Hispanic,Black or African American,Total,All firms,2998,1293033,12936,380535
333,United States,Total for all sectors,Male,Hispanic,Black or African American,Total,All firms,0,0,0,0
334,United States,Total for all sectors,Equally male/female,Hispanic,Black or African American,Total,All firms,541,233096,2699,57960
335,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Black or African American,Total,All firms,442,193575,2273,68472
336,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Black or African American,Total,Firms with no employees,30,4844,0,711
